GLOTTOCODE	NAME	ISO_CODE	LATITUDE	LONGITUDE	GLOTTOLOG_FAMILY	TRESOLDI_GENUS	WALS_GENUS	WALS_SAMPLES100	WALS_SAMPLES200	AUTOTYP_STOCK	AUTOTYP_MBRANCH	AUTOTYP_SBRANCH	AUTOTYP_SSBRANCH	AUTOTYP_LSBRANCH
dang1274	Dangaleat	daa	12.1517	18.385	Afro-Asiatic	East Chadic	East Chadic	False	False	Chadic	East Chadic	East Chadic	East Chadic	East Chadic
dani1246	Danish Sign Language	dsl	55.8257	12.3187	Sign Language	Sign Languages								
dani1285	Danish	dan	54.8655	9.36284	Indo-European	Germanic	Germanic	False	False	Indo-European	Germanic	North Germanic	North Germanic	North Germanic
dani1286	Danisi				Khoe-Kwadi	Khoe-Kwadi								
dank1238	Dankyira				Atlantic-Congo	Kwa								
danl1238	Dan Lai				Austroasiatic	Viet-Muong								
danm1238	Dan Muure				Atlantic-Congo	Adamawa								
dann1241	Dan	daf	7.22812	-8.24535	Mande		Eastern Mande	False	False	Mande	East Mande	East Mande	East Mande	East Mande
dano1240	Dano	aso	-5.92188	145.254	Nuclear Trans New Guinea	Eastern Highlands								
dans1239	Danshe				Afro-Asiatic	West Chadic								
danu1247	Danube-Tisza				Uralic	Ugric								
danu1248	Danubian				Turkic	Turkic								
danu1250	Danu (Papua New Guinea)				Austronesian	Oceanic								
danu1251	Danu	dnv			Sino-Tibetan	Burmese-Lolo								
daod1238	Dao Do				Hmong-Mien	Mienic								
daof1238	Rtau				Sino-Tibetan	rGyalrong								
daoh1238	Dao Ho				Hmong-Mien	Mienic								
daoh1239	Daohua		30.0325	101.007222	Sino-Tibetan	Chinese								
daol1241	Dao Lan Tien				Hmong-Mien	Mienic								
daol1242	Dao Lo Gang				Hmong-Mien	Mienic								
daon1242	Daongdung				Austronesian	Sama-Bajaw								
daon1243	Daonda	dnd	-3.31443	141.22	Border	Border								
daoo1238	Dao	daz	-3.28643	136.421	Nuclear Trans New Guinea	Wissel Lakes-Kemandoga								
daoq1238	Dao Quan Trang				Hmong-Mien	Mienic								
dapa1237	Dapalan				Austronesian	Sangiric								
dapi1237	Dapitan				Austronesian	Greater Central Philippine								
dapo1239	Dapo				Atlantic-Congo	Kru								
dapz1238	Dapzal				Sino-Tibetan	Kuki-Chin								
daqa1234	Daqahliyya-Eastern Kr. išŠēx-Parts of Ġarbiyya				Afro-Asiatic	Semitic								
dara1250	Darai	dry	27.8623	84.1357	Indo-European	Indic	Indic	False	False	Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Central Indo-Aryan
dara1251	Daraga				Austronesian	Greater Central Philippine								
dara1252	Darava				Mailuan	Mailuan								
dara1255	Darang Deng	dat			Bookkeeping									
dard1243	Dar Daju Daju	djc	12.1187	18.7996	Dajuic	Daju								
dare1241	Darel				Indo-European	Indic								
dare1242	Dar El Kabira				Kadugli-Krongo	Kadugli								
dare1243	Darembang				Austronesian	South Halmahera - West New Guinea								
darf1238	Dar Fur				Maban	Maban								
darf1239	Dar Fur Daju	daj	12.2598	25.3127	Dajuic	Daju	Daju	False	False	Daju	Daju	Daju	Daju	Daju
darg1241	North-Central Dargwa	dar	42.4257	47.4388	Nakh-Daghestanian	Lak-Dargwa	Lak-Dargwa	False	False	Nakh-Daghestanian	Daghestanian	Dargic	Dargic	Dargic
dari1249	Dari	prs	31.0405	67.3593	Indo-European	Iranian	Iranian	False	False	Indo-European	Indo-Iranian	Iranian	Northwest Iranian	Northwest Iranian
dari1250	Dariganga				Mongolic-Khitan	Mongolic								
dari1254	Dari (Chadic)				Afro-Asiatic	Masa								
darj1238	Darjula				Indo-European	Indic								
dark1243	Darkhat	drh	50.623	99.4449	Mongolic-Khitan									
darl1242	Darlong	dln	23.992	91.3339	Sino-Tibetan	Kuki-Chin								
darl1243	Paakantyi	drl	-32.7021	142.695	Pama-Nyungan	Central Pama-Nyungan	Central Pama-Nyungan	False	False	Pama-Nyungan	Pama-Nyungan	Pama-Nyungan	Pama-Nyungan	Pama-Nyungan
darm1243	Darma	drd	29.8629	80.5439	Sino-Tibetan	Bodic	Bodic	False	False	Sino-Tibetan	West Himalayish	Almora	Almora	Almora
daro1239	Daro-Matu Melanau	dro	2.54435	111.536	Austronesian	North Borneo								
daro1240	Daro Melanau				Austronesian	North Borneo								
darr1238	Darrai Nur				Indo-European	Indic								
dars1235	Dar Sila Daju	dau	11.9861	22.2013	Dajuic	Daju	Daju	False	False	Daju	Daju	Daju	Daju	Daju
dart1238	Dartsedo				Sino-Tibetan	Bodic								
daru1244	Darubia				Austronesian	Oceanic								
daru1245	Daru Kiwai				Kiwaian	Kiwaian								
darw1234	Darwazi	drw	38.3161	70.7643	Bookkeeping									
dasa1237	Dasaru				Dravidian	South-Central Dravidian								
dase1237	Dasener				Austronesian	South Halmahera - West New Guinea								
dash1238	Dashwa				Indo-European	Indic								
dass1239	Dassari				Atlantic-Congo	Gur								
dass1243	Dass	dot	9.9325	9.51838	Afro-Asiatic	West Chadic								
dati1238	Datiwuy				Pama-Nyungan	Western Pama-Nyungan								
dati1239	Datian				Sino-Tibetan	Chinese								
dato1239	Barabayiiga-Gisamjanga	tcc	-4.4131	35.2321	Nilotic	Nilotic	Nilotic	False	False	Nilotic	Southern Nilotic	Southern Nilotic	Southern Nilotic	Southern Nilotic
dats1234	Datshang				Sino-Tibetan	rGyalrong								
datu1239	Datuana				Tucanoan	Tucanoan								
daud1238	Daudiya				Afro-Asiatic	Semitic								
daui1237	Daui				Austronesian	Oceanic								
daun1234	Daungwurrung	dgw			Pama-Nyungan	Southeastern Pama-Nyungan								
daup1247	Dauphinois (Arpitan)				Indo-European	Romance								
daup1248	Dauphinois				Indo-European	Romance								
daup1249	Daupka				Nuclear Trans New Guinea	Ok								
daur1238	Dagur	dta	48.0	124.0	Mongolic-Khitan	Mongolic	Mongolic	False	False	Mongolic	Mongolic	Mongolic	Mongolic	Mongolic
dauu1237	Dau				Austronesian	Malayo-Sumbawan								
dava1244	Davari				Indo-European	Indic								
dava1245	Davawenyo	daw	7.22613	126.458	Austronesian	Greater Central Philippine								
dava1249	Davawenyo Zamboanguenyo				Indo-European	Creoles and Pidgins								
dawa1241	Dawas				Austronesian	Malayo-Sumbawan								
dawa1242	Dawawa	dww	-10.1692	149.999	Austronesian	Oceanic								
dawa1243	Dawada				Austronesian	Oceanic								
dawe1237	Dawera-Daweloor	ddw	-7.76324	130.06	Austronesian	Central Malayo-Polynesian								
dawe1238	Dawei				Sino-Tibetan	Burmese-Lolo								
dawr1236	Dawro	dwr	6.95	37.0	Ta-Ne-Omotic	North Omotic								
dawr1243	Dawra				Afro-Asiatic	West Chadic								
daww1239	Dâw	kwa	-0.1177	-67.2934	Naduhup	Nadahup	Nadahup	False	False	Nadahup	Nadahup	Nadahup	Nadahup	Nadahup
daxe1238	Daxe				Atlantic-Congo	Kwa								
daya1244	Dayang				Sino-Tibetan	Kuki-Chin								
daya1245	Dayao Yi	yio			Bookkeeping									
daya1246	Dayang Pumi				Sino-Tibetan	Qiangic								
dayi1243	Dayili				Sino-Tibetan	rGyalrong								
dayi1244	Dayi	dax	-13.1806	136.22	Pama-Nyungan	Western Pama-Nyungan								
dayy1236	Day	dai	8.52612	17.5146	Atlantic-Congo	Adamawa	Adamawa	False	False	Adamawa-Ubangi	Adamawa-Ubangi	Adamawa-Ubangi	Adamawa-Ubangi	Adamawa-Ubangi
daza1242	Dazaga	dzg	15.7358	15.8517	Saharan	Western Saharan	Western Saharan	False	False					
daza1244	Daza	dzd	10.11845	10.48652	Unattested									
dazh1234	Dazhai				Sino-Tibetan	Burmese-Lolo								
dbus1238	Ü				Sino-Tibetan	Bodic								
ddra1238	Ddralo				Central Sudanic	Lendu								
deaa1242	Dea				Anim	Marind Proper								
deaa1243	Dea (Ese)				Koiarian	Koiarian								
debb1238	Debbarma				Sino-Tibetan	Bodo-Garo								
debo1238	Débo				Mande	Western Mande								
debr1240	Debrecen				Sign Language	Sign Languages								
debr1242	Debri				Nubian	Nubian								
decc1239	Deccan	dcc	18.5919	75.717	Indo-European	Indic								
dech1234	Dechang				Sino-Tibetan	Burmese-Lolo								
decu1237	De'cuana				Cariban	Cariban								
dede1238	Dede				Afro-Asiatic	Biu-Mandara								
dedi1238	Dediebo				Atlantic-Congo	Kru								
dedu1240	Dedua	ded	-6.38206	147.627	Nuclear Trans New Guinea	Finisterre-Huon								
deed1234	Deed Mongol				Mongolic-Khitan	Mongolic								
deee1239	De				Atlantic-Congo	Mel								
deen1238	Deenu				Atlantic-Congo	Adamawa								
deer1234	Deer Lake Severn Ojibwa				Algic	Algonquian								
defa1248	Defaka	afn	4.58451	7.50186	Ijoid	Ijoid	Ijoid	False	False	Ijoid	Ijoid	Ijoid	Ijoid	Ijoid
defa1249	Defale				Atlantic-Congo	Gur								
defa1250	Defa				Atlantic-Congo	Kru								
defi1235	Defi Gbe	gbh	6.40718	2.68609	Atlantic-Congo	Kwa								
dega1238	Degaru	dgu	25.0461	86.7694	Bookkeeping									
dega1239	Dega				Afro-Asiatic	Central Cushitic								
dege1245	Degere				Unclassifiable	Degere								
dege1246	Degema	deg	4.73373	6.80991	Atlantic-Congo	Edoid	Edoid	False	False	Benue-Congo	Edoid	Edoid	Edoid	Edoid
dege1247	Degenan	dge	-5.70892	146.572	Nuclear Trans New Guinea	Finisterre-Huon								
dege1248	Degexit'an	ing	62.0697	-160.044	Athabaskan-Eyak-Tlingit	Athapaskan	Athapaskan	False	False	Na-Dene	Athabaskan	Athabaskan	Athabaskan	Athabaskan
degg1238	Deg	mzw	8.43846	-2.28724	Atlantic-Congo	Gur								
dego1238	Degodia				Afro-Asiatic	Lowland East Cushitic								
deha1238	Dehati				Indo-European	Indic								
deho1238	Dehong				Tai-Kadai	Kam-Tai								
dehu1237	Dehu	dhv	-20.8892	167.229	Austronesian	Oceanic	Oceanic	False	True	Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian
dehv1238	Dehvali				Indo-European	Indic								
dehw1238	Dehwari	deh	29.5205	66.5977	Indo-European	Iranian								
deib1238	Deibula				Nuclear Trans New Guinea	Mek								
dein1238	Deing				Timor-Alor-Pantar	Alor-Pantar								
deir1239	Deirate				Lakes Plain	Lakes Plain								
dejb1238	Dejbuk				Nakh-Daghestanian	Lak-Dargwa								
dekk1240	Dek	dek	11.0183	14.4833	Unattested									
deko1238	Dekoka				Gumuz	Gumuz								
dela1250	Delang				Austronesian	Malayo-Sumbawan								
dela1251	Dela-Oenale	row	-10.8469	122.852	Austronesian	Central Malayo-Polynesian								
dela1252	Dela				Austronesian	Central Malayo-Polynesian								
delh1234	Delhi Indian Sign Language				Sign Language	Sign Languages								
delo1240	Delo	ntr	7.90997	0.59728	Atlantic-Congo	Gur								
delt1254	Delta Yokuts				Yokutsan	Yokuts								
dema1235	Dema	dmx	-15.6894	32.7731	Atlantic-Congo	Bantoid								
demb1239	Dembiya				Afro-Asiatic	Central Cushitic								
demi1241	Demik				Kadugli-Krongo	Kadugli								
demi1242	Demisa	dei	-2.54564	136.694	Geelvink Bay	East Geelvink Bay								
demm1245	Dem	dem	-3.72183	137.632		Dem								
dems1242	Demsa				Afro-Asiatic	Biu-Mandara								
dems1243	Demshin				Afro-Asiatic	West Chadic								
demt1241	Demta	dmy	-2.38475	140.166	Sentanic	Sentani				Sentani	Sentani	Sentani	Sentani	Sentani
demu1235	Demushbo		-4.837565	-70.873718	Pano-Tacanan	Panoan								
dend1242	Dendi (Central African Republic)	deq	4.48146	22.566	Atlantic-Congo	Ubangi								
dend1243	Dendi (Benin)	ddn	11.6682	3.49109	Songhay	Songhay								
deng1249	Deng				Atlantic-Congo	Mel								
deng1250	Dengese	dez	-3.26337	21.4194	Atlantic-Congo	Bantoid								
deng1251	Dengsa				Atlantic-Congo	Bantoid								
deng1252	Dengalu				Austronesian	Oceanic								
deng1253	Dengka	dnk	-10.7866	122.946	Austronesian	Central Malayo-Polynesian								
deni1241	Deni	dny	-6.74962	-67.5029	Arawan	Arauan	Arauan	False	False	Arawan	Arawan	Arawan	Arawan	Arawan
deno1239	Deno	dbb	10.63147	10.43937	Afro-Asiatic	West Chadic								
deny1238	Denya	anv	5.97237	9.39989	Atlantic-Congo	Bantoid								
deok1238	Deokhuri				Indo-European	Indic								
deor1238	Deori	der	26.86152	93.70572	Sino-Tibetan	Bodo-Garo	Bodo-Garo	False	False	Sino-Tibetan	Brahmaputran (Sal)	Bodo-Koch (Barish, Bodo-Garo)	Deori	Deori
deot1238	Deo Tien				Hmong-Mien	Mienic								
depl1238	Deple				Atlantic-Congo	Kru								
dera1244	Derawali				Indo-European	Indic								
dera1245	Dera (Indonesia)	kbv	-3.52309	140.947	Senagi	Senagi	Senagi	False	False	Senagi	Senagi	Senagi	Senagi	Senagi
dera1248	Dera (Nigeria)	kna	10.072	12.0256	Afro-Asiatic	West Chadic	West Chadic	False	False	Chadic	West Chadic	West - A (West Chadic)	West - A (West Chadic)	Bole-Angas group
derb1244	Derbend				Indo-European	Iranian								
derb1245	Derbend Azerbaijani				Turkic	Turkic								
dere1242	Dere				Atlantic-Congo	Cross River								
dere1243	Derebai				Mailuan	Mailuan								
derg1234	Derge (Dege)				Sino-Tibetan	Bodic								
derm1238	Dermuha				Sino-Tibetan	Karen								
deru1238	Deruwo				Atlantic-Congo	Gur								
desa1247	Desano	des	0.58157	-69.4955	Tucanoan	Tucanoan	Tucanoan	False	False	Tucánoan	Tucánoan	Tucánoan	Tucánoan	Tucánoan
desi1235	Desiya	dso	18.965	82.646	Bookkeeping									
dess1238	Dessaulya				Indo-European	Indic								
desw1238	Deswali				Indo-European	Indic								
deti1240	Deti				Khoe-Kwadi	Khoe-Kwadi								
deve1238	Devechi				Indo-European	Iranian								
devo1240	Devon				Indo-European	Germanic								
dewa1234	Dewas Rai				Indo-European	Indic								
dewi1238	Dewiya				Gumuz	Gumuz								
dewo1238	Dewoin	dee	6.56113	-10.9076	Atlantic-Congo	Kru				Kru	Aizi	Aizi	Aizi	Aizi
dezf1238	Dezfuli-Shushtari	def	32.374	48.907	Indo-European	Iranian								
dezz1235	Dez				Afro-Asiatic	Semitic								
dgeb1234	Dgebshes				Sino-Tibetan	rGyalrong								
dger1238	Dgernesiais				Indo-European	Romance								
dghw1239	Dghwede	dgh	11.05751	13.77847	Afro-Asiatic	Biu-Mandara								
dhai1238	Dhaiso	dhs	-4.81209	38.818	Atlantic-Congo	Bantoid								
dhal1245	Dhalandji	dhl	-22.196	114.937	Pama-Nyungan	Western Pama-Nyungan	Western Pama-Nyungan	False	False	Pama-Nyungan	Southwestern Pama-Nyungan	Southwestern Pama-Nyungan	Southwestern Pama-Nyungan	Southwestern Pama-Nyungan
dhal1246	Dhalwangu				Pama-Nyungan	Western Pama-Nyungan								
dhan1264	Dhanki	dhn	20.7719	73.7418	Indo-European	Indic								
dhan1265	Dewas-Done Danuwar	dwz	27.362013	85.411517	Indo-European	Indic								
dhan1266	Dhanusa				Indo-European	Indic								
dhan1267	Dhanwar (India)	dha	23.0613	83.1644	Bookkeeping									
dhan1268	Dhanagari				Indo-European	Indic								
dhan1269	Dhanora				Dravidian	South-Central Dravidian								
dhan1270	Dhangu	dhg	-11.9493	135.752	Pama-Nyungan	Western Pama-Nyungan	Western Pama-Nyungan	False	False	Pama-Nyungan	Yolngu	Yolngu	Yolngu	Yolngu
dhan1271	Dhangu-Djangu				Pama-Nyungan	Western Pama-Nyungan								
dhao1237	Dhao	nfa	-10.8098	122.658	Austronesian	Central Malayo-Polynesian								
dhar1245	Dharthi				Indo-European	Indic								
dhar1246	Dharba				Dravidian	Central Dravidian								
dhar1247	Dhargari	dhr	-24.0601	114.847	Pama-Nyungan	Western Pama-Nyungan	Western Pama-Nyungan	False	False	Pama-Nyungan	Southwestern Pama-Nyungan	Ngayardic	Ngayardic	Ngayardic
dhar1248	Dharumbal	xgm	-23.307	150.593	Pama-Nyungan	Northern Pama-Nyungan								
dhat1238	Dhatki	mki	26.4156	70.7826	Indo-European	Indic								
dhel1238	Dhelki Kharia				Austroasiatic	Munda								
dhim1246	Dhimal	dhi	26.6283	88.3798	Sino-Tibetan	Dhimalic	Dhimalic	False	False	Sino-Tibetan	Brahmaputran (Sal)	Dhimalish	Dhimalish	Dhimalish
dhir1238	Dhiraila				Pama-Nyungan	Central Pama-Nyungan								
dhiv1236	Dhivehi	div	1.928498	73.54433	Indo-European	Indic	Indic	False	False	Indo-European	Indo-Iranian	Indo-Aryan	Southwestern Indo-Aryan	Southwestern Indo-Aryan
dhod1238	Dhodia-Kukna	dho	21.0656	73.2743	Indo-European	Indic								
dhof1235	Dhofari Arabic	adf	17.0796	54.4894	Afro-Asiatic	Semitic								
dhol1238	Dholewari				Indo-European	Indic								
dhoo1234	Dhoo Dan				Mande	Eastern Mande								
dhop1238	Dhopaluo				Nilotic	Nilotic								
dhud1236	Dhudhuroa	ddr	-36.95881441	147.0450379	Pama-Nyungan	Southeastern Pama-Nyungan								
dhul1234	Dhuleli				Sino-Tibetan	Bodic								
dhun1238	Dhundari	dhd	26.473	76.198	Indo-European	Indic								
dhun1239	Dhungaloo	dhx			Pama-Nyungan	Southeastern Pama-Nyungan								
dhur1239	Dhurga	dhu	-35.412	150.134	Pama-Nyungan	Southeastern Pama-Nyungan	Southeastern Pama-Nyungan	False	False	Pama-Nyungan	Yuin-Kuric	Yuin-Kuric	Yuin-Kuric	Yuin-Kuric
dhuw1249	Dhuwal	duj	-12.7825	136.008	Pama-Nyungan		Western Pama-Nyungan	False	False	Pama-Nyungan	Yolngu	Yolngu	Yolngu	Yolngu
dhuw1250	Dhuwaya				Pama-Nyungan	Western Pama-Nyungan								
diaa1238	Alu-Sinagen	dia	-3.38837	142.248	Nuclear Torricelli	Nuclear Torricelli								
diab1238	Diabe				Atlantic-Congo	Gbaya-Manza-Ngbaka								
diad1234	Diadin				Indo-European	Armenian								
diah1239	Diahói				Tupian	Tupi-Guaraní								
diam1238	Diamala				Atlantic-Congo	Gur								
diba1240	Dibate				Gumuz	Gumuz								
diba1241	Dibagat-Kabugao				Austronesian	Northern Luzon								
diba1242	Dibabawon Manobo	mbd	7.85664	126.018	Austronesian	Greater Central Philippine								
dibi1240	Dibiyaso	dby	-7.82096	142.779		Dibiyaso								
dibo1245	Dibole	bvx	1.07773	17.2305	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
dibo1246	Diboum				Atlantic-Congo	Bantoid								
dibo1247	Dibo	dio	9.0611	6.3731	Atlantic-Congo	Nupoid								
dibu1238	Dibum				Sino-Tibetan	Mahakiranti								
dica1235	Dicamay Agta	duy	17.8846	121.606	Austronesian	Malayo-Polynesian								
didi1255	Didi				Central Sudanic	Moru-Ma'di								
didi1258	Didinga	did	4.21489	33.6869	Surmic	Surmic	Surmic	False	False	Surmic	Surmic	Surmic	Surmic	Surmic
didi1259	Didigavu				Austronesian	Oceanic								
didi1260	Didigaru				Manubaran	Manubaran								
dido1241	Tsez	ddo	42.2646	45.8096	Nakh-Daghestanian	Avar-Andic-Tsezic	Avar-Andic-Tsezic	False	False	Nakh-Daghestanian	Daghestanian	Tsezic	Tsezic	Tsezic
diee1238	Di'e				Tai-Kadai	Kam-Tai								
dier1241	Dieri	dif	-28.1667	138.0	Pama-Nyungan	Central Pama-Nyungan	Central Pama-Nyungan	False	False	Pama-Nyungan	Karnic	Karnic	Karnic	Karnic
diga1241	Tawra	mhu	28.4993	96.8803	Sino-Tibetan	Digaroan	Digaroan	False	False	Sino-Tibetan	Mishmi	Mishmi	Mishmi	Mishmi
diga1245	Digam				Afro-Asiatic	Biu-Mandara								
digo1242	Digor Ossetian		43.158056	44.156944	Indo-European	Iranian								
digo1243	Digo	dig	-4.62101	39.1752	Atlantic-Congo	Bantoid								
digo1244	Digora				Indo-European	Iranian								
dihb1240	Dih Bri				Austroasiatic	Bahnaric								
dihi1238	Dihina				Afro-Asiatic	Lowland East Cushitic								
diho1238	Christian Dihok Neo-Aramaic				Afro-Asiatic	Semitic								
diii1241	Dii	dur	7.77412	13.9884	Atlantic-Congo	Adamawa	Adamawa	False	False	Adamawa-Ubangi	Adamawa-Ubangi	Adamawa-Ubangi	Adamawa-Ubangi	Adamawa-Ubangi
diji1241	Dijim-Bwilim	cfa	9.67567	11.5201	Atlantic-Congo	Gur								
diji1242	Dijim				Atlantic-Congo	Gur								
dika1237	Dikayu				Austronesian	Greater Central Philippine								
dikh1234	Dikhyang				Sino-Tibetan	Western Arunachal								
diki1238	Dikini				Indo-European	Iranian								
diko1241	Dikota				Atlantic-Congo	Bantoid								
diko1242	Diko				Atlantic-Congo	Nupoid								
diku1238	Dikuta				Atlantic-Congo	Bantoid								
dila1238	Dilaut-Badjao				Austronesian	Sama-Bajaw								
dill1242	Dilling	dil	12.0347	29.6056	Nubian	Nubian								
dima1246	Dima-Bottego				Unclassifiable	Dima-Bottego								
dima1250	Dimali				Sino-Tibetan	Mahakiranti								
dima1251	Dimasa	dis	25.4198	93.1806	Sino-Tibetan	Bodo-Garo	Bodo-Garo	False	False	Sino-Tibetan	Brahmaputran (Sal)	Bodo-Koch (Barish, Bodo-Garo)	Bodo	Bodo
dima1252	Dima	jma	-9.70322	149.605	Dagan	Dagan								
dimb1238	Dimbong	dii	4.80551	10.9888	Atlantic-Congo	Bantoid								
dime1235	Dime	dim	6.20951	36.3329	South Omotic	South Omotic	South Omotic	False	False	Omotic	Omotic	Omotic	Omotic	Omotic
dime1245	Dimeo				Afro-Asiatic	Biu-Mandara								
dimi1244	Dimir	dmc	-4.8296	145.676	Nuclear Trans New Guinea	Madang								
diml1238	Dimli	diq	38.6147	39.6388	Indo-European	Iranian	Iranian	False	False	Indo-European	Indo-Iranian	Iranian	Northwest Iranian	Northwest Iranian
dimm1239	Dim				Sino-Tibetan	Kuki-Chin								
dimm1243	Kofyar-Doemak				Afro-Asiatic	West Chadic								
dimo1238	Dimotiki				Indo-European	Greek								
dimp1238	Dimpi				Sino-Tibetan	Kuki-Chin								
ding1239	Ding	diz	-4.44304	19.3881	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
ding1240	Dinga				Nuclear Trans New Guinea	Chimbu								
ding1241	Dinggabal				Pama-Nyungan	Southeastern Pama-Nyungan								
ding1242	Dingga				Sino-Tibetan	Jingpho								
ding1243	Dingri				Sino-Tibetan	Bodic								
dinl1238	Dinler				Turkic	Turkic								
diob1238	Diobass				Atlantic-Congo	Northern Atlantic								
diod1237	Diodio	ddi	-9.38654	150.168	Austronesian	Oceanic								
dioo1238	Dio				Atlantic-Congo	Ubangi								
diou1238	Dioula Véhiculaire				Mande	Western Mande								
dira1238	Dirari	dit	-28.7992	138.078	Pama-Nyungan									
dira1242	Dirasha	gdl	5.60452	37.4026	Afro-Asiatic	Lowland East Cushitic								
diri1252	Diriku	diu	-18.1681	20.6678	Atlantic-Congo	Bantoid								
diri1253	Dirim	dir	8.36	11.05	Atlantic-Congo	Bantoid								
diri1255	Diria				Otomanguean	Subtiaba-Tlapanec								
diri1259	Diri	dwa	11.1701	9.32363	Afro-Asiatic	West Chadic								
dirr1240	Dir				Afro-Asiatic	West Chadic								
disa1239	Disa	dsi	10.3218	19.2156	Central Sudanic	Bongo-Bagirmi								
diso1238	Disoha				Gumuz	Gumuz								
disp1238	Dispoholnon				Austronesian	Greater Central Philippine								
dita1238	Ditammari	tbz	10.1614	1.18045	Atlantic-Congo	Gur								
dith1234	Dithmarsch				Indo-European	Germanic								
diti1235	Ditidaht	dtd	48.67	-124.75	Wakashan	Southern Wakashan	Southern Wakashan	False	False					
