# Wordlist

# DATA
ID	DOCULECT	CONCEPT	FORM	VALUE	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTES
1096	Jarawara	laugh	haahaa	haahaa	h a a h a a	h a a h a a	239	239	LAUGH		
1479	Kulina	laugh	haha	haha	h a h a	h a h a	239	239	LAUGH		
1741	Paumari	laugh	haha	haha	h a h a	h a h a	239	239	LAUGH		
1909	Sorowaha	laugh	haka	haka	h a k a	h a k a	239	239	LAUGH		
#
573	Deni	leaf bundle	taphowe	taphowe	t a p h o w e	t a p h o w e	409	409	LEAF.BUNDLE		for wrapping
1202	Jarawara	leaf bundle	tafowe	tafowe	t a f o w e	t a f o w e	409	409	LEAF.BUNDLE		for wrapping
#
377	Deni	leafstalk	behe	behe	b e h e	b e h e	0	1111	LEAFSTALK		aerial root
#
201	Banawa	leg	isi	isi	i s i	i s i	77	77	LEG		also stalk
534	Deni	leg	isho	isho	i s h o	i s h o	77	77	LEG		also stalk
808	Jamamadi	leg	isi	isi	i s i	i s i	77	77	LEG		also stalk
1160	Jarawara	leg	isi	isi	i s i	i s i	77	77	LEG		also stalk
1556	Kulina	leg	isho	isho	i s h o	i s h o	77	77	LEG		also stalk
1946	Sorowaha	leg	isowata	isowata	i s o w a t a	i s o w a t a	77	77	LEG		also stalk
#
95	Banawa	let's go	homa	homa	h o m a	h o m a	345	345	LET'S.GO		
378	Deni	let's go	hina	hina	h i n a	h i n a	345	345	LET'S.GO		
695	Jamamadi	let's go	hima	hima	h i m a	h i m a	345	345	LET'S.GO		
1007	Jarawara	let's go	hima	hima	h i m a	h i m a	345	345	LET'S.GO		
1369	Kulina	let's go	hina	hina	h i n a	h i n a	345	345	LET'S.GO		
#
158	Banawa	lie (as in a bed)	homa	homa	h o m a	h o m a	313	313	LIE		lie on ground
478	Deni	lie (as in a bed)	poma	poma	p o m a	p o m a	313	313	LIE		
763	Jamamadi	lie (as in a bed)	homa	homa	h o m a	h o m a	313	313	LIE		lie on ground
1097	Jarawara	lie (as in a bed)	homa	homa	h o m a	h o m a	313	313	LIE		lie on ground
1098	Jarawara	lie (as in a bed)	wina	wina	w i n a	w i n a	313	313	LIE		
1480	Kulina	lie (as in a bed)	domopona	domopona	d o m o p o n a	d o m o p o n a	313	313	LIE		plural
1481	Kulina	lie (as in a bed)	koda	koda	k o d a	k o d a	313	313	LIE		dual
1482	Kulina	lie (as in a bed)	pona	pona	p o n a	p o n a	313	313	LIE		singular
1742	Paumari	lie (as in a bed)	ʔoma	ʔoma	ʔ o m a	ʔ o m a	313	313	LIE		
#
565	Deni	light	thaja	thaja	t h a j a	t h a j a	410	410	LIGHT		nimble, quick, agile, easy
1803	Paumari	light	thojathoja	thojathoja	t h o j a t h o j a	t h o j a t h o j a	410	410	LIGHT		nimble, quick, agile, easy
#
229	Banawa	light emitted from source	oje	oje	o j e	o j e	687	687	GIVE.OFF.LIGHT		
1192	Jarawara	light emitted from source	oje	oje	o j e	o j e	687	687	GIVE.OFF.LIGHT		
#
159	Banawa	like	nofa	nofa	n o f a	n o f a	303	303	LIKE		like, want
764	Jamamadi	like	nofa	nofa	n o f a	n o f a	303	303	LIKE		like, want
1099	Jarawara	like	nofa	nofa	n o f a	n o f a	303	303	LIKE		like, want
1743	Paumari	like	nofi	nofi	n o f i	n o f i	303	303	LIKE		like, want
1910	Sorowaha	like	nohama	nohama	n o h a m a	n o h a m a	303	303	LIKE		like, want
#
380	Deni	limp	doki	doki	d o k i	d o k i	229	229	LIMP		
1685	Paumari	limp	dokhiri	dokhiri	d o k h i r i	d o k h i r i	229	229	LIMP		
#
200	Banawa	lip	ifi	ifi	i f i	i f i	76	76	LIP		also edge
533	Deni	lip	ipo	ipo	i p o	i p o	76	76	LIP		also edge
807	Jamamadi	lip	ifi	ifi	i f i	i f i	76	76	LIP		also edge
1159	Jarawara	lip	ifi	ifi	i f i	i f i	76	76	LIP		also edge
1555	Kulina	lip	ipo	ipo	i p o	i p o	76	76	LIP		also edge
#
1686	Paumari	lips	ihi	ihi	i h i	i h i	249	249	LIPS		
#
1483	Kulina	live	madi	madi	m a d i	m a d i	0		LIVE		
#
96	Banawa	liver	wati	wati	w a t i	w a t i	346	346	LIVER		
381	Deni	liver	ati	ati	a t i	a t i	346	346	LIVER		
696	Jamamadi	liver	wati	wati	w a t i	w a t i	346	346	LIVER		
1008	Jarawara	liver	wahati	wahati	w a h a t i	w a h a t i	346	346	LIVER		
1371	Kulina	liver	wati	wati	w a t i	w a t i	346	346	LIVER		masculine possessed
1687	Paumari	liver	waʔi	waʔi	w a ʔ i	w a ʔ i	346	346	LIVER		
#
1372	Kulina	long	withahira	withahira	w i t h a h i r a	w i t h a h i r a	0		LONG		long, tall
#
217	Banawa	louse	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE		
549	Deni	louse	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE		
825	Jamamadi	louse	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE		
1178	Jarawara	louse	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE		
1572	Kulina	louse	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE		
1792	Paumari	louse	kamaʔi	kamaʔi	k a m a ʔ i	k a m a ʔ i	97	97	LOUSE		
#
136	Banawa	lubricate	kete	kete	k e t e	k e t e	0		LUBRICATE		paint
1070	Jarawara	lubricate	kete	kete	k e t e	k e t e	0		LUBRICATE		paint
#
97	Banawa	lung fish	sako	sako	s a k o	s a k o	347	347	LUNG.FISH		
382	Deni	lung fish	sako	sako	s a k o	s a k o	347	347	LUNG.FISH		
697	Jamamadi	lung fish	sako	sako	s a k o	s a k o	347	347	LUNG.FISH		
1009	Jarawara	lung fish	sako	sako	s a k o	s a k o	347	347	LUNG.FISH		
1373	Kulina	lung fish	shako	shako	s h a k o	s h a k o	347	347	LUNG.FISH		
1688	Paumari	lung fish	sako	sako	s a k o	s a k o	347	347	LUNG.FISH		
1876	Sorowaha	lung fish	sako	sako	s a k o	s a k o	347	347	LUNG.FISH		
#
1996	Sorowaha	macaw	kawa	kawa	k a w a	k a w a	0		MACAW		
#
222	Banawa	maize	kimi	kimi	k i m i	k i m i	105	105	MAIZE		also sweet corn
557	Deni	maize	kimi	kimi	k i m i	k i m i	105	105	MAIZE		also sweet corn
830	Jamamadi	maize	kimi	kimi	k i m i	k i m i	105	105	MAIZE		also sweet corn
1183	Jarawara	maize	kimi	kimi	k i m i	k i m i	105	105	MAIZE		also sweet corn
1954	Sorowaha	maize	kimi	kimi	k i m i	k i m i	105	105	MAIZE		also sweet corn
#
1993	Sorowaha	maize / corn	cimi	cimi	c i m i	c i m i	0		MAIZE.CORN		
#
1804	Paumari	make smoke	oji	oji	o j i	o j i	687	687	GIVE.OFF.LIGHT		
#
7	Arawa	man (adult male)	makuidá	makuidá	m a k u i d á	m a k u i d á	289	289	MAN.(ADULT.MALE)		single man
98	Banawa	man (adult male)	maki	makiti	m a k i t i	m a k i t i	289	289	MAN.(ADULT.MALE)		husband
383	Deni	man (adult male)	makhi / dzabitsu	dzabitsu	d z a b i t s u	d z a b i t s u	289	289	MAN.(ADULT.MALE)		single man
384	Deni	man (adult male)	makhi / dzabitsu	makhi	m a k h i	m a k h i	289	289	MAN.(ADULT.MALE)		husband
698	Jamamadi	man (adult male)	maki	makiti	m a k i t i	m a k i t i	289	289	MAN.(ADULT.MALE)		husband
1010	Jarawara	man (adult male)	maki	makiti	m a k i t i	m a k i t i	289	289	MAN.(ADULT.MALE)		husband
1374	Kulina	man (adult male)	makhi	makhi	m a k h i	m a k h i	289	289	MAN.(ADULT.MALE)		husband
1689	Paumari	man (adult male)	makhira	makhira	m a k h i r a	m a k h i r a	289	289	MAN.(ADULT.MALE)		husband
1877	Sorowaha	man (adult male)	imeki	imeki	i m e k i	i m e k i	289	289	MAN.(ADULT.MALE)		single man
#
99	Banawa	mandi	bidama	bidama	b i d a m a	b i d a m a	348	348	MANDI		catfish
385	Deni	mandi	bidama	bidama	b i d a m a	b i d a m a	348	348	MANDI		catfish
699	Jamamadi	mandi	bidama	bidama	b i d a m a	b i d a m a	348	348	MANDI		catfish
1011	Jarawara	mandi	bitama	bitama	b i t a m a	b i t a m a	348	348	MANDI		catfish
1375	Kulina	mandi	bidama	bidama	b i d a m a	b i d a m a	348	348	MANDI		catfish
#
1012	Jarawara	many	tamabote	tamabote	t a m a b o t e	t a m a b o t e	0		MANY		
1376	Kulina	many	bazima/wapima/sibema	bazima	b a z i m a	b a z i m a	0		MANY		
1377	Kulina	many	bazima/wapima/sibema	wapima	w a p i m a	w a p i m a	0		MANY		
1378	Kulina	many	bazima/wapima/sibema	sibema	s i b e m a	s i b e m a	0		MANY		
#
1962	Sorowaha	mark	tabori	tabori	t a b o r i	t a b o r i	0	408	unknown5		trace
#
231	Banawa	marmoset	fisi	fisi	f i s i	f i s i	0	401	unknown2		small monkey
838	Jamamadi	marmoset	fisi	fisi	f i s i	f i s i	0	401	unknown2		small monkey
1195	Jarawara	marmoset	wisi	wisi	w i s i	w i s i	0	401	unknown2		small monkey
#
100	Banawa	measure	tomi	tomi	t o m i	t o m i	301	301	MEASURE		
386	Deni	measure	nathome	nathome	n a t h o m e	n a t h o m e	301	301	MEASURE		
700	Jamamadi	measure	tomi	tomi	t o m i	t o m i	301	301	MEASURE		
1013	Jarawara	measure	tomi	tomi	t o m i	t o m i	301	301	MEASURE		
1379	Kulina	measure	nathome	nathome	n a t h o m e	n a t h o m e	301	301	MEASURE		
#
101	Banawa	meat	ime	ime	i m e	i m e	250	250	MEAT		
387	Deni	meat	ima	ima	i m a	i m a	250	250	MEAT		
701	Jamamadi	meat	ime	ime	i m e	i m e	250	250	MEAT		
1014	Jarawara	meat	ime	ime	i m e	i m e	250	250	MEAT		
1380	Kulina	meat	bani mekhe	bani mekhe	b a n i + m e k h e	b a n i + m e k h e	250	250	MEAT		
1381	Kulina	meat	ima	ima	i m a	i m a	250	250	MEAT		
1690	Paumari	meat	ima	ima	i m a	i m a	250	250	MEAT		
1878	Sorowaha	meat	ime	ime	i m e	i m e	250	250	MEAT		
#
238	Banawa	medicine	tehe	tehe	t e h e	t e h e	0	409	unknown6		seasoning
1201	Jarawara	medicine	tehe	tehe	t e h e	t e h e	0	409	unknown6		seasoning
1672	Paumari	medicine	iha	iha	i h a	i h a	339	339	MEDICINE		
#
843	Jamamadi	medicine of	tahi	tahi	t a h i	t a h i	0	409	unknown6		
#
1763	Paumari	message	moni	moni	m o n i	m o n i	0	690	MESSAGE		news
#
1443	Kulina	mixed	keʔema	keʔema	k e ʔ e m a	k e ʔ e m a	0		MIXED		
#
2002	Paumari	monkey sp.	jamako	jamako	j a m a k o	j a m a k o	180	180	MONKEY.SP.		macaco parauaçu, Pithecia monachus
2003	Kulina	monkey sp.	tamakori	tamakori	t a m a k o r i	t a m a k o r i	180	180	MONKEY.SP.		macaco parauaçu, Pithecia monachus
2004	Deni	monkey sp.	tamakori	tamakori	t a m a k o r i	t a m a k o r i	180	180	MONKEY.SP.		macaco parauaçu, Pithecia monachus
2005	Jarawara	monkey sp.	tamakori	tamakori	t a m a k o r i	t a m a k o r i	180	180	MONKEY.SP.		macaco parauaçu, Pithecia monachus
2006	Banawa	monkey sp.	tamakori	tamakori	t a m a k o r i	t a m a k o r i	180	180	MONKEY.SP.		macaco parauaçu, Pithecia monachus
2007	Jamamadi	monkey sp.	tamakori	tamakori	t a m a k o r i	t a m a k o r i	180	180	MONKEY.SP.		macaco parauaçu, Pithecia monachus
#
102	Banawa	month	abariko	abariko	a b a r i k o	a b a r i k o	203	203	MOON		masculine possessed
388	Deni	month	abajiko	abajiko	a b a j i k o	a b a j i k o	203	203	MOON		masculine possessed
702	Jamamadi	month	abariko	abariko	a b a r i k o	a b a r i k o	203	203	MOON		masculine possessed
1015	Jarawara	month	abariko	abariko	a b a r i k o	a b a r i k o	203	203	MOON		masculine possessed
1382	Kulina	month	abajiko	abajiko	a b a j i k o	a b a j i k o	203	203	MOON		masculine possessed
#
8	Arawa	moon	masiko	masiko	m a s i k o	m a s i k o	202	202	MOON		
18	Arawa	moon	massicú	massicú	m a s s i c ú	m a s s i c ú	132	132	MOON		also month
103	Banawa	moon	abariko	abariko	a b a r i k o	a b a r i k o	202	202	MOON		
389	Deni	moon	abajiko	abajiko	a b a j i k o	a b a j i k o	202	202	MOON		
703	Jamamadi	moon	abariko	abariko	a b a r i k o	a b a r i k o	202	202	MOON		
1016	Jarawara	moon	abariko	abariko	a b a r i k o	a b a r i k o	202	202	MOON		
1383	Kulina	moon	abajiko	abajiko	a b a j i k o	a b a j i k o	202	202	MOON		masculine possessed
1815	Paumari	moon	masiko	masiko	m a s i k o	m a s i k o	132	132	MOON		also month
1973	Sorowaha	moon	masiki	masiki	m a s i k i	m a s i k i	132	132	MOON		also month; sun, day
#
276	Banawa	mortar (for grinding)	fowa	fowa	f o w a	f o w a	161	161	MORTAR.(FOR.GRINDING)		
615	Deni	mortar (for grinding)	phowa	phowa	p h o w a	p h o w a	161	161	MORTAR.(FOR.GRINDING)		also type of wood
885	Jamamadi	mortar (for grinding)	fowa	fowa	f o w a	f o w a	161	161	MORTAR.(FOR.GRINDING)		
1248	Jarawara	mortar (for grinding)	fowa	fowa	f o w a	f o w a	161	161	MORTAR.(FOR.GRINDING)		
1623	Kulina	mortar (for grinding)	phowa	phowa	p h o w a	p h o w a	161	161	MORTAR.(FOR.GRINDING)		
1982	Sorowaha	mortar (for grinding)	howa	howa	h o w a	h o w a	161	161	MORTAR.(FOR.GRINDING)		
#
390	Deni	mot-mot bird	hiriti	hiriti	h i r i t i	h i r i t i	0	1115	MOT-MOT.BIRD		
704	Jamamadi	mot-mot bird	hiriti	hiriti	h i r i t i	h i r i t i	0	1115	MOT-MOT.BIRD		
1017	Jarawara	mot-mot bird	hihiriti	hihiriti	h i h i r i t i	h i h i r i t i	0		MOT-MOT.BIRD		
#
391	Deni	moth	daphopho	daphopho	d a p h o p h o	d a p h o p h o	41	41	MOTH		also butterfly
1384	Kulina	moth	daphopho	daphopho	d a p h o p h o	d a p h o p h o	41	41	MOTH		also butterfly
1879	Sorowaha	moth	dahoho	dahoho	d a h o h o	d a h o h o	41	41	MOTH		also butterfly
#
104	Banawa	mother	ami	ami	a m i	a m i	6	6	MOTHER		
392	Deni	mother	ami	ami	a m i	a m i	6	6	MOTHER		
705	Jamamadi	mother	ami	ami	a m i	a m i	6	6	MOTHER		
1018	Jarawara	mother	ami	ami	a m i	a m i	6	6	MOTHER		
1385	Kulina	mother	ami	ami	a m i	a m i	6	6	MOTHER		
1691	Paumari	mother	mia	mia	m i a	m i a	6	6	MOTHER		
1880	Sorowaha	mother	amiji	amiji	a m i j i	a m i j i	6	6	MOTHER		
#
232	Banawa	mother's brother	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER		father-in-law
568	Deni	mother's brother	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER		father-in-law
839	Jamamadi	mother's brother	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER		father-in-law
1196	Jarawara	mother's brother	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER		father-in-law
1585	Kulina	mother's brother	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER		father-in-law
1805	Paumari	mother's brother	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER		father-in-law
1960	Sorowaha	mother's brother	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER		father-in-law
#
1386	Kulina	mouth	ahari	ahari	a h a r i	a h a r i	0		MOUTH		masculine possessed
1875	Sorowaha	mouth	ijahi	ijahi	i j a h i	i j a h i	249	249	MOUTH		
#
105	Banawa	mud hole	ata	ata	a t a	a t a	349	349	MUD.HOLE		swamp
393	Deni	mud hole	ata	ata	a t a	a t a	349	349	MUD.HOLE		swamp
706	Jamamadi	mud hole	ata	ata	a t a	a t a	349	349	MUD.HOLE		swamp
1019	Jarawara	mud hole	ata	ata	a t a	a t a	349	349	MUD.HOLE		swamp
1387	Kulina	mud hole	ata	ata	a t a	a t a	349	349	MUD.HOLE		swamp
#
106	Banawa	nakedness	kori	kori	k o r i	k o r i	284	284	NAKEDNESS		
394	Deni	nakedness	khorohi	khorohi	k h o r o h i	k h o r o h i	284	284	NAKEDNESS		
1020	Jarawara	nakedness	kori	kori	k o r i	k o r i	284	284	NAKEDNESS		
1388	Kulina	nakedness	koroha	koroha	k o r o h a	k o r o h a	284	284	NAKEDNESS		
#
395	Deni	name	oni	oni	o n i	o n i	309	309	NAME		
707	Jamamadi	name	oni	oni	o n i	o n i	309	309	NAME		
1021	Jarawara	name	ini	ini	i n i	i n i	309	309	NAME		
1389	Kulina	name	oni	oni	o n i	o n i	309	309	NAME		
1692	Paumari	name	oni	oni	o n i	o n i	309	309	NAME		
#
287	Banawa	navel	sobori	sobori	s o b o r i	s o b o r i	175	175	NAVEL		
626	Deni	navel	shobori	shobori	s h o b o r i	s h o b o r i	175	175	NAVEL		
1259	Jarawara	navel	sobori	sobori	s o b o r i	s o b o r i	175	175	NAVEL		
1984	Sorowaha	navel	sobori	sobori	s o b o r i	s o b o r i	175	175	NAVEL		
1985	Sorowaha	navel	sobori	sobori	s o b o r i	s o b o r i	175	175	NAVEL		
#
396	Deni	near	vahirade	vahirade	v a h i r a d e	v a h i r a d e	0		NEAR		
1022	Jarawara	near	ajata	ajata	a j a t a	a j a t a	0		NEAR		
#
107	Banawa	neck	namidi	namidi	n a m i d i	n a m i d i	0	405	unknown4		
708	Jamamadi	neck	namidi	namidi	n a m i d i	n a m i d i	0	405	unknown4		
1023	Jarawara	neck	namiti	namiti	n a m i t i	n a m i t i	0	405	unknown4		
1390	Kulina	neck	matho	matho	m a t h o	m a t h o	0		NECK		feminine possessed
#
108	Banawa	necklace	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE		necklace, beads
709	Jamamadi	necklace	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE		necklace, beads
1024	Jarawara	necklace	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE		necklace, beads
1881	Sorowaha	necklace	kasaro	kasaro	k a s a r o	k a s a r o	269	269	NECKLACE		necklace, beads
#
1693	Paumari	nerve	abaʔo	abaʔo	a b a ʔ o	a b a ʔ o	0		NERVE		nerve, tendon
#
202	Banawa	new	jati	jati	j a t i	j a t i	79	79	NEW		
397	Deni	new	dzati	dzati	d z a t i	d z a t i	0		NEW		
535	Deni	new	jati	jati	j a t i	j a t i	79	79	NEW		
810	Jamamadi	new	jati	jati	j a t i	j a t i	79	79	NEW		
1162	Jarawara	new	jati	jati	j a t i	j a t i	79	79	NEW		
1391	Kulina	new	zati	zati	z a t i	z a t i	0		NEW		
1557	Kulina	new	jati	jati	j a t i	j a t i	79	79	NEW		
1784	Paumari	new	jaʔdi	jaʔdi	j a ʔ d i	j a ʔ d i	79	79	NEW		
#
109	Banawa	new leaf	bahi	bahi	b a h i	b a h i	1102		NEW.LEAF		crotch
710	Jamamadi	new leaf	bahi	bahi	b a h i	b a h i	1102		NEW.LEAF		crotch
1025	Jarawara	new leaf	behe	behe	b e h e	b e h e	0	1111	NEW.LEAF		crotch
#
398	Deni	night	dzume	dzume	d z u m e	d z u m e	0		NIGHT		
1026	Jarawara	night	jama	jama	j a m a	j a m a	0		NIGHT		
#
258	Banawa	night monkey	mowi	mowi	m o w i	m o w i	137	137	NIGHT.MONKEY		
597	Deni	night monkey	mowi	mowi	m o w i	m o w i	137	137	NIGHT.MONKEY		
1607	Kulina	night monkey	mowi	mowi	m o w i	m o w i	137	137	NIGHT.MONKEY		
#
183	Banawa	noise	moni	moni	m o n i	m o n i	0	690	MESSAGE		noise, sound
791	Jamamadi	noise	moni	moni	m o n i	m o n i	0	690	MESSAGE		noise, sound
1140	Jarawara	noise	moni	moni	m o n i	m o n i	0	690	MESSAGE		noise, sound
#
399	Deni	nose	ene	ene	e n e	e n e	1112	1112	NOSE		
1392	Kulina	nose	ene	ene	e n e	e n e	1112	1112	NOSE		masculine possessed
1694	Paumari	nose	wiridi	wiridi	w i r i d i	w i r i d i	0		NOSE		
#
1393	Kulina	now	hidapana	hidapana	h i d a p a n a	h i d a p a n a	241	241	NOW		
1695	Paumari	now	hida	hida	h i d a	h i d a	241	241	NOW		
#
110	Banawa	old	bote	bote	b o t e	b o t e	226	226	OLD		
400	Deni	old	bote	bote	b o t e	b o t e	226	226	OLD		inanimates
401	Deni	old	kharavi / huratsa	huratsa	h u r a t s a	h u r a t s a	226	226	OLD		
402	Deni	old	kharavi / huratsa	kharavi	k h a r a v i	k h a r a v i	226	226	OLD		
529	Deni	old	horasa	horasa	h o r a s a	h o r a s a	67	67	OLD		also dried up
711	Jamamadi	old	bote	bote	b o t e	b o t e	226	226	OLD		
1027	Jarawara	old	bote	bote	b o t e	b o t e	226	226	OLD		
1394	Kulina	old	bote	bote	b o t e	b o t e	226	226	OLD		inanimates
1395	Kulina	old	hadai	hadai	h a d a i	h a d a i	226	226	OLD		animates and inanimates
1696	Paumari	old	boʔda	boʔda	b o ʔ d a	b o ʔ d a	226	226	OLD		
1941	Sorowaha	old	hosa	hosa	h o s a	h o s a	67	67	OLD		also dried up
#
111	Banawa	older sister	adi	adi	a d i	a d i	18	18	OLDER.SISTER		
403	Deni	older sister	asi	asi	a s i	a s i	18	18	OLDER.SISTER		
712	Jamamadi	older sister	adi	adi	a d i	a d i	18	18	OLDER.SISTER		
1028	Jarawara	older sister	ati	ati	a t i	a t i	18	18	OLDER.SISTER		
1396	Kulina	older sister	asi	asi	a s i	a s i	18	18	OLDER.SISTER		
1697	Paumari	older sister	ʔadia	ʔadia	ʔ a d i a	ʔ a d i a	18	18	OLDER.SISTER		
#
1397	Kulina	one	ohari	ohari	o h a r i	o h a r i	0		ONE		be one
#
214	Banawa	order	jose	jose	j o s e	j o s e	94	94	ORDER		
546	Deni	order	joshe	joshe	j o s h e	j o s h e	94	94	ORDER		
822	Jamamadi	order	jose	jose	j o s e	j o s e	94	94	ORDER		
1175	Jarawara	order	jose	jose	j o s e	j o s e	94	94	ORDER		
1569	Kulina	order	josheʔe	josheʔe	j o s h e ʔ e	j o s h e ʔ e	94	94	ORDER		
#
112	Banawa	oriole	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE		
404	Deni	oriole	kawashiro	kawashiro	k a w a s h i r o	k a w a s h i r o	271	271	ORIOLE		
713	Jamamadi	oriole	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE		
1029	Jarawara	oriole	kawasiro	kawasiro	k a w a s i r o	k a w a s i r o	271	271	ORIOLE		
1398	Kulina	oriole	kaasiro	kaasiro	k a a s i r o	k a a s i r o	271	271	ORIOLE		
1698	Paumari	oriole	siro	siro	s i r o	s i r o	271	271	ORIOLE		
#
280	Banawa	otter	sabira	sabira	s a b i r a	s a b i r a	167	167	OTTER		
620	Deni	otter	shabira	shabira	s h a b i r a	s h a b i r a	167	167	OTTER		
889	Jamamadi	otter	sabira	sabira	s a b i r a	s a b i r a	167	167	OTTER		
1252	Jarawara	otter	sabira	sabira	s a b i r a	s a b i r a	167	167	OTTER		
1625	Kulina	otter	shabira	shabira	s h a b i r a	s h a b i r a	167	167	OTTER		
#
113	Banawa	owl sp.	bobo	bobo	b o b o	b o b o	28	28	OWL.SP.		
405	Deni	owl sp.	bobo	bobo	b o b o	b o b o	28	28	OWL.SP.		
714	Jamamadi	owl sp.	bobo	bobo	b o b o	b o b o	28	28	OWL.SP.		
1030	Jarawara	owl sp.	bobo	bobo	b o b o	b o b o	28	28	OWL.SP.		
1399	Kulina	owl sp.	bobo	bobo	b o b o	b o b o	28	28	OWL.SP.		
#
715	Jamamadi	pacu	base	base	b a s e	b a s e	218	218	PACU		
1031	Jarawara	pacu	base	base	b a s e	b a s e	218	218	PACU		
1882	Sorowaha	pacu	basani	basani	b a s a n i	b a s a n i	218	218	PACU		
#
267	Banawa	paddle	ori	ori	o r i	o r i	148	148	PADDLE		also mix
606	Deni	paddle	ori	ori	o r i	o r i	148	148	PADDLE		also mix
874	Jamamadi	paddle	ori	ori	o r i	o r i	148	148	PADDLE		also mix
1238	Jarawara	paddle	ori	ori	o r i	o r i	148	148	PADDLE		also mix
1616	Kulina	paddle	ori	ori	o r i	o r i	148	148	PADDLE		also mix
#
114	Banawa	pain	kome	kome	k o m e	k o m e	273	273	PAIN		
406	Deni	pain	koma	koma	k o m a	k o m a	273	273	PAIN		
1032	Jarawara	pain	kome	kome	k o m e	k o m e	273	273	PAIN		
1400	Kulina	pain	koma	koma	k o m a	k o m a	273	273	PAIN		
1883	Sorowaha	pain	kowi	kowi	k o w i	k o w i	273	273	PAIN		
#
115	Banawa	palm	jani	jani	j a n i	j a n i	256	256	PALM		palm species paxiubinha
407	Deni	palm	jani	jani	j a n i	j a n i	256	256	PALM		palm species paxiubinha
716	Jamamadi	palm	jani	jani	j a n i	j a n i	256	256	PALM		palm species paxiubinha
1033	Jarawara	palm	ere	ere	e r e	e r e	231	231	PALM		
1034	Jarawara	palm	jani	jani	j a n i	j a n i	256	256	PALM		palm species paxiubinha
1401	Kulina	palm	jani	jani	j a n i	j a n i	256	256	PALM		palm species paxiubinha
1884	Sorowaha	palm	ɨrɨ	ɨrɨ	ɨ r ɨ	ɨ r ɨ	231	231	PALM		
#
208	Banawa	palm sp.	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.		murumuru
540	Deni	palm sp.	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.		murumuru
817	Jamamadi	palm sp.	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.		murumuru
1169	Jarawara	palm sp.	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.		murumuru
1212	Jarawara	palm sp.	kowasaki	kowasaki	k o w a s a k i	k o w a s a k i	120		PALM.SP.		
1562	Kulina	palm sp.	jawana	jawana	j a w a n a	j a w a n a	87	87	PALM.SP.		murumuru
1968	Sorowaha	palm sp.	koasaki	koasaki	k o a s a k i	k o a s a k i	120		PALM.SP.		
#
847	Jamamadi	palm sp. with thorns	korekore	korekore	k o r e k o r e	k o r e k o r e	114	114	PALM.SP.WITH.THORNS		
1206	Jarawara	palm sp. with thorns	korekore	korekore	k o r e k o r e	k o r e k o r e	114	114	PALM.SP.WITH.THORNS		
1965	Sorowaha	palm sp. with thorns	korira	korira	k o r i r a	k o r i r a	114	114	PALM.SP.WITH.THORNS		
#
408	Deni	passion fruit	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT		
717	Jamamadi	passion fruit	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT		
1885	Sorowaha	passion fruit	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT		
#
193	Banawa	patauá palm	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM		
526	Deni	patauá palm	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM		
801	Jamamadi	patauá palm	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM		
1151	Jarawara	patauá palm	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM		
1547	Kulina	patauá palm	hawa	hawa	h a w a	h a w a	63	63	PATAUÁ.PALM		
#
116	Banawa	path	hawi	hawi	h a w i	h a w i	238	238	PATH		
409	Deni	path	hawi	hawi	h a w i	h a w i	238	238	PATH		
718	Jamamadi	path	hawi	hawi	h a w i	h a w i	238	238	PATH		
1035	Jarawara	path	hawi	hawi	h a w i	h a w i	238	238	PATH		
1402	Kulina	path	hawi	hawi	h a w i	h a w i	238	238	PATH		
